sample,donor_id,study,cell_type,group,g,tot,cpm,expr
Laughney_Massague_2020_GSM3516662,Laughney_Massague_2020_LX653,Laughney_Massague_2020,malignant cell,I,28.0,86723.0,322.8670594882557,5.780333121370624
Laughney_Massague_2020_GSM3516663,Laughney_Massague_2020_LX661,Laughney_Massague_2020,malignant cell,I,10.0,31509.0,317.3696404201974,5.763213098985007
Laughney_Massague_2020_GSM3516664,Laughney_Massague_2020_LX666,Laughney_Massague_2020,malignant cell,IV,1332.0,11264937.0,118.24300482106558,4.781163468266477
Laughney_Massague_2020_GSM3516665,Laughney_Massague_2020_LX675,Laughney_Massague_2020,malignant cell,IV,692.0,1517458.0,456.02580104358736,6.124739846726337
Laughney_Massague_2020_GSM3516666,Laughney_Massague_2020_LX675,Laughney_Massague_2020,epithelial cell of lung,Epithelial (normal lung),20.0,108030.0,185.13375914097935,5.2264655504259645
Laughney_Massague_2020_GSM3516666,Laughney_Massague_2020_LX675,Laughney_Massague_2020,club cell,Epithelial (normal lung),70.0,171111.0,409.09117473452903,6.016379512377455
Laughney_Massague_2020_GSM3516666,Laughney_Massague_2020_LX675,Laughney_Massague_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),5.0,8509.0,587.6131155247385,6.377769118127977
Laughney_Massague_2020_GSM3516666,Laughney_Massague_2020_LX675,Laughney_Massague_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),35.0,264430.0,132.36017093370646,4.893053520188166
Laughney_Massague_2020_GSM3516666,Laughney_Massague_2020_LX675,Laughney_Massague_2020,multiciliated epithelial cell,Epithelial (normal lung),122.0,178095.0,685.0276537802858,6.530917938546463
Laughney_Massague_2020_GSM3516667,Laughney_Massague_2020_LX676,Laughney_Massague_2020,malignant cell,I,151.0,209084.0,722.1977769700216,6.583682735193294
Laughney_Massague_2020_GSM3516668,Laughney_Massague_2020_LX255B,Laughney_Massague_2020,malignant cell,IV,191.0,498736.0,382.9681434666838,5.950559589424201
Laughney_Massague_2020_GSM3516669,Laughney_Massague_2020_LX679,Laughney_Massague_2020,malignant cell,II,406.0,1449470.0,280.1023822500638,5.638718952618888
Laughney_Massague_2020_GSM3516670,Laughney_Massague_2020_LX680,Laughney_Massague_2020,malignant cell,I,1244.0,1777703.0,699.7794344724625,6.552193193404574
Laughney_Massague_2020_GSM3516671,Laughney_Massague_2020_LX681,Laughney_Massague_2020,malignant cell,I,1920.0,6364050.0,301.69467556037426,5.712724626049297
Laughney_Massague_2020_GSM3516672,Laughney_Massague_2020_LX682,Laughney_Massague_2020,malignant cell,I,893.0,704123.0,1268.2443266304326,7.146176983957701
Laughney_Massague_2020_GSM3516673,Laughney_Massague_2020_LX682,Laughney_Massague_2020,epithelial cell of lung,Epithelial (normal lung),20.0,6640.0,3012.0481927710844,8.010707533947981
Laughney_Massague_2020_GSM3516673,Laughney_Massague_2020_LX682,Laughney_Massague_2020,club cell,Epithelial (normal lung),175.0,366753.0,477.16037769288863,6.169946194403776
Laughney_Massague_2020_GSM3516673,Laughney_Massague_2020_LX682,Laughney_Massague_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),51.0,40650.0,1254.6125461254612,7.135378817053479
Laughney_Massague_2020_GSM3516673,Laughney_Massague_2020_LX682,Laughney_Massague_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),39.0,138997.0,280.5815952862292,5.640422264499649
Laughney_Massague_2020_GSM3516673,Laughney_Massague_2020_LX682,Laughney_Massague_2020,multiciliated epithelial cell,Epithelial (normal lung),485.0,453455.0,1069.5658885666714,6.9759426554739745
Laughney_Massague_2020_GSM3516674,Laughney_Massague_2020_LX684,Laughney_Massague_2020,malignant cell,I,57.0,175393.0,324.9844634620538,5.7868497221391655
Laughney_Massague_2020_GSM3516675,Laughney_Massague_2020_LX684,Laughney_Massague_2020,epithelial cell of lung,Epithelial (normal lung),3.0,18514.0,162.0395376471859,5.09399273364597
Laughney_Massague_2020_GSM3516675,Laughney_Massague_2020_LX684,Laughney_Massague_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),59.0,85114.0,693.1879596776088,6.542742759107883
Laughney_Massague_2020_GSM3516675,Laughney_Massague_2020_LX684,Laughney_Massague_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),164.0,855923.0,191.60602063503376,5.260646758662747
Laughney_Massague_2020_GSM3516675,Laughney_Massague_2020_LX684,Laughney_Massague_2020,multiciliated epithelial cell,Epithelial (normal lung),21.0,25243.0,831.913797884562,6.724930152879913
Laughney_Massague_2020_GSM3516676,Laughney_Massague_2020_LX685,Laughney_Massague_2020,epithelial cell of lung,Epithelial (normal lung),77.0,130437.0,590.32329783727,6.382362903094504
Laughney_Massague_2020_GSM3516676,Laughney_Massague_2020_LX685,Laughney_Massague_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),576.0,648002.0,888.8861454131315,6.791093528040793
Laughney_Massague_2020_GSM3516676,Laughney_Massague_2020_LX685,Laughney_Massague_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),43.0,410862.0,104.65801169249043,4.660207573581544
Laughney_Massague_2020_GSM3516676,Laughney_Massague_2020_LX685,Laughney_Massague_2020,multiciliated epithelial cell,Epithelial (normal lung),132.0,212043.0,622.5152445494546,6.435373214780225
Laughney_Massague_2020_GSM3516677,Laughney_Massague_2020_LX699,Laughney_Massague_2020,malignant cell,IV,13.0,105997.0,122.64498051831656,4.817414398871855
