scFv,CLDN4,homologue,STRIVE_off,margin,fails_1p20_margin
scfv_73_2,0.356,CLDN6,0.359,0.991,True
scfv_73_2,0.356,CLDN25,0.357,0.996,True
scfv_73_2,0.356,CLDN9,0.352,1.012,True
scfv_73_2,0.356,CLDN18,0.348,1.022,True
scfv_73_2,0.356,CLDN2,0.347,1.026,True
scfv_73_2,0.356,CLDN22,0.302,1.177,True
scfv_73_2,0.356,CLDN7,0.301,1.183,True
scfv_73_2,0.356,CLDN24,0.288,1.236,False
scfv_73_2,0.356,CLDN34,0.284,1.251,False
scfv_73_2,0.356,CLDN1,0.283,1.255,False
scfv_73_2,0.356,CLDN5,0.271,1.315,False
scfv_73_2,0.356,CLDN3,0.264,1.346,False
scfv_73_2,0.356,CLDN10,0.262,1.358,False
scfv_73_2,0.356,CLDN15,0.261,1.362,False
scfv_73_2,0.356,CLDN20,0.214,1.663,False
scfv_73_2,0.356,CLDN23,0.151,2.358,False
scfv_73_5,0.394,CLDN7,0.742,0.531,True
scfv_73_5,0.394,CLDN19,0.712,0.554,True
scfv_73_5,0.394,CLDN8,0.584,0.676,True
scfv_73_5,0.394,CLDN34,0.554,0.712,True
scfv_73_5,0.394,CLDN5,0.535,0.737,True
scfv_73_5,0.394,CLDN16,0.504,0.783,True
scfv_73_5,0.394,CLDN1,0.502,0.786,True
scfv_73_5,0.394,CLDN3,0.484,0.814,True
scfv_73_5,0.394,CLDN14,0.467,0.844,True
scfv_73_5,0.394,CLDN6,0.411,0.96,True
scfv_73_5,0.394,CLDN20,0.372,1.059,True
scfv_73_5,0.394,CLDN18.2,0.372,1.06,True
scfv_73_5,0.394,CLDN2,0.34,1.159,True
scfv_73_5,0.394,CLDN12,0.327,1.206,False
scfv_73_5,0.394,CLDN25,0.324,1.216,False
scfv_73_5,0.394,CLDN9,0.319,1.236,False
scfv_73_5,0.394,CLDN10,0.289,1.365,False
scfv_73_5,0.394,CLDN23,0.28,1.408,False
scfv_73_5,0.394,CLDN22,0.27,1.461,False
scfv_73_5,0.394,CLDN24,0.248,1.589,False
scfv_73_5,0.394,CLDN15,0.235,1.676,False
scfv_73_5,0.394,CLDN17,0.218,1.813,False
scfv_73_5,0.394,CLDN11,0.188,2.093,False
scfv_73_5,0.394,CLDN18,0.178,2.212,False
scfv_73_9,0.203,CLDN10,0.573,0.354,True
scfv_73_9,0.203,CLDN8,0.531,0.382,True
scfv_73_9,0.203,CLDN11,0.525,0.386,True
scfv_73_9,0.203,CLDN25,0.49,0.414,True
scfv_73_9,0.203,CLDN16,0.46,0.441,True
scfv_73_9,0.203,CLDN24,0.432,0.469,True
scfv_73_9,0.203,CLDN22,0.431,0.47,True
scfv_73_9,0.203,CLDN7,0.405,0.501,True
scfv_73_9,0.203,CLDN23,0.402,0.505,True
scfv_73_9,0.203,CLDN2,0.395,0.514,True
scfv_73_9,0.203,CLDN18.2,0.358,0.566,True
scfv_73_9,0.203,CLDN14,0.355,0.571,True
scfv_73_9,0.203,CLDN19,0.345,0.587,True
scfv_73_9,0.203,CLDN6,0.334,0.606,True
scfv_73_9,0.203,CLDN18,0.312,0.649,True
scfv_73_9,0.203,CLDN17,0.309,0.657,True
scfv_73_9,0.203,CLDN20,0.308,0.657,True
scfv_73_9,0.203,CLDN9,0.297,0.683,True
scfv_73_9,0.203,CLDN15,0.287,0.707,True
scfv_73_9,0.203,CLDN12,0.284,0.713,True
scfv_73_9,0.203,CLDN34,0.284,0.713,True
scfv_73_9,0.203,CLDN1,0.257,0.788,True
scfv_73_9,0.203,CLDN3,0.252,0.806,True
scfv_73_9,0.203,CLDN5,0.208,0.972,True
scfv_77_1,0.564,CLDN34,0.788,0.716,True
scfv_77_1,0.564,CLDN3,0.718,0.785,True
scfv_77_1,0.564,CLDN10,0.693,0.814,True
scfv_77_1,0.564,CLDN23,0.45,1.252,False
scfv_77_1,0.564,CLDN8,0.447,1.261,False
scfv_77_1,0.564,CLDN17,0.411,1.373,False
scfv_77_1,0.564,CLDN14,0.403,1.399,False
scfv_77_1,0.564,CLDN6,0.398,1.419,False
scfv_77_1,0.564,CLDN2,0.393,1.434,False
scfv_77_1,0.564,CLDN11,0.392,1.438,False
scfv_77_1,0.564,CLDN5,0.385,1.467,False
scfv_77_1,0.564,CLDN16,0.374,1.507,False
scfv_77_1,0.564,CLDN18.2,0.369,1.528,False
scfv_77_1,0.564,CLDN18,0.357,1.579,False
scfv_77_1,0.564,CLDN19,0.338,1.67,False
scfv_77_1,0.564,CLDN7,0.305,1.847,False
scfv_77_1,0.564,CLDN1,0.299,1.883,False
scfv_77_1,0.564,CLDN12,0.276,2.045,False
scfv_77_1,0.564,CLDN20,0.269,2.097,False
scfv_77_1,0.564,CLDN15,0.239,2.363,False
scfv_77_1,0.564,CLDN22,0.212,2.663,False
scfv_77_1,0.564,CLDN9,0.205,2.746,False
scfv_77_1,0.564,CLDN24,0.179,3.155,False
scfv_77_1,0.564,CLDN25,0.176,3.205,False
scfv_77_6,0.55,CLDN10,0.681,0.807,True
scfv_77_6,0.55,CLDN1,0.575,0.957,True
scfv_77_6,0.55,CLDN15,0.397,1.385,False
scfv_77_6,0.55,CLDN23,0.395,1.391,False
scfv_77_6,0.55,CLDN17,0.387,1.422,False
scfv_77_6,0.55,CLDN11,0.379,1.451,False
scfv_77_6,0.55,CLDN34,0.371,1.48,False
scfv_77_6,0.55,CLDN19,0.347,1.582,False
scfv_77_6,0.55,CLDN18.2,0.344,1.596,False
scfv_77_6,0.55,CLDN2,0.339,1.622,False
scfv_77_6,0.55,CLDN3,0.337,1.634,False
scfv_77_6,0.55,CLDN16,0.334,1.648,False
scfv_77_6,0.55,CLDN7,0.332,1.654,False
scfv_77_6,0.55,CLDN12,0.313,1.759,False
scfv_77_6,0.55,CLDN20,0.308,1.786,False
scfv_77_6,0.55,CLDN9,0.292,1.88,False
scfv_77_6,0.55,CLDN5,0.278,1.978,False
scfv_77_6,0.55,CLDN22,0.273,2.014,False
scfv_77_6,0.55,CLDN14,0.272,2.024,False
scfv_77_6,0.55,CLDN6,0.256,2.149,False
scfv_77_6,0.55,CLDN25,0.239,2.302,False
scfv_77_6,0.55,CLDN24,0.226,2.428,False
scfv_77_6,0.55,CLDN18,0.217,2.529,False
scfv_77_6,0.55,CLDN8,0.207,2.651,False
scfv_7_9,0.334,CLDN1,0.816,0.409,True
scfv_7_9,0.334,CLDN25,0.408,0.82,True
scfv_7_9,0.334,CLDN11,0.387,0.864,True
scfv_7_9,0.334,CLDN8,0.374,0.893,True
scfv_7_9,0.334,CLDN12,0.364,0.919,True
scfv_7_9,0.334,CLDN24,0.355,0.942,True
scfv_7_9,0.334,CLDN14,0.345,0.968,True
scfv_7_9,0.334,CLDN2,0.332,1.008,True
scfv_7_9,0.334,CLDN10,0.33,1.013,True
scfv_7_9,0.334,CLDN15,0.329,1.016,True
scfv_7_9,0.334,CLDN22,0.327,1.023,True
scfv_7_9,0.334,CLDN7,0.325,1.029,True
scfv_7_9,0.334,CLDN18,0.32,1.044,True
scfv_7_9,0.334,CLDN9,0.32,1.044,True
scfv_7_9,0.334,CLDN16,0.314,1.064,True
scfv_7_9,0.334,CLDN17,0.31,1.078,True
scfv_7_9,0.334,CLDN20,0.289,1.155,True
scfv_7_9,0.334,CLDN5,0.28,1.196,True
scfv_7_9,0.334,CLDN19,0.272,1.228,False
scfv_7_9,0.334,CLDN6,0.268,1.247,False
scfv_7_9,0.334,CLDN18.2,0.247,1.351,False
scfv_7_9,0.334,CLDN34,0.221,1.511,False
scfv_7_9,0.334,CLDN3,0.195,1.711,False
scfv_7_9,0.334,CLDN23,0.193,1.733,False
scfv_83_1,0.401,CLDN16,0.864,0.464,True
scfv_83_1,0.401,CLDN19,0.633,0.633,True
scfv_83_1,0.401,CLDN5,0.518,0.774,True
scfv_83_1,0.401,CLDN14,0.46,0.873,True
scfv_83_1,0.401,CLDN18.2,0.383,1.046,True
scfv_83_1,0.401,CLDN10,0.376,1.066,True
scfv_83_1,0.401,CLDN24,0.36,1.114,True
scfv_83_1,0.401,CLDN2,0.343,1.17,True
scfv_83_1,0.401,CLDN34,0.333,1.206,False
scfv_83_1,0.401,CLDN22,0.33,1.216,False
scfv_83_1,0.401,CLDN7,0.323,1.241,False
scfv_83_1,0.401,CLDN12,0.321,1.249,False
scfv_83_1,0.401,CLDN25,0.321,1.25,False
scfv_83_1,0.401,CLDN17,0.313,1.283,False
scfv_83_1,0.401,CLDN8,0.305,1.316,False
scfv_83_1,0.401,CLDN18,0.295,1.359,False
scfv_83_1,0.401,CLDN9,0.294,1.365,False
scfv_83_1,0.401,CLDN3,0.294,1.365,False
scfv_83_1,0.401,CLDN6,0.281,1.428,False
scfv_83_1,0.401,CLDN20,0.276,1.456,False
scfv_83_1,0.401,CLDN11,0.246,1.632,False
scfv_83_1,0.401,CLDN23,0.22,1.827,False
scfv_83_1,0.401,CLDN1,0.181,2.215,False
scfv_83_1,0.401,CLDN15,0.155,2.582,False
scfv_83_2,0.311,CLDN16,0.676,0.46,True
scfv_83_2,0.311,CLDN18.2,0.633,0.492,True
scfv_83_2,0.311,CLDN23,0.603,0.516,True
scfv_83_2,0.311,CLDN11,0.552,0.564,True
scfv_83_2,0.311,CLDN22,0.538,0.579,True
scfv_83_2,0.311,CLDN10,0.471,0.662,True
scfv_83_2,0.311,CLDN3,0.441,0.706,True
scfv_83_2,0.311,CLDN12,0.44,0.707,True
scfv_83_2,0.311,CLDN2,0.437,0.712,True
scfv_83_2,0.311,CLDN17,0.432,0.721,True
scfv_83_2,0.311,CLDN8,0.418,0.745,True
scfv_83_2,0.311,CLDN14,0.394,0.79,True
scfv_83_2,0.311,CLDN9,0.386,0.806,True
scfv_83_2,0.311,CLDN25,0.384,0.811,True
scfv_83_2,0.311,CLDN6,0.381,0.817,True
scfv_83_2,0.311,CLDN19,0.36,0.866,True
scfv_83_2,0.311,CLDN34,0.353,0.881,True
scfv_83_2,0.311,CLDN24,0.329,0.946,True
scfv_83_2,0.311,CLDN5,0.309,1.008,True
scfv_83_2,0.311,CLDN7,0.283,1.102,True
scfv_83_2,0.311,CLDN1,0.281,1.109,True
scfv_83_2,0.311,CLDN15,0.274,1.138,True
scfv_83_2,0.311,CLDN18,0.208,1.497,False
scfv_83_2,0.311,CLDN20,0.197,1.579,False
scfv_85_8,0.401,CLDN7,0.815,0.493,True
scfv_85_8,0.401,CLDN10,0.658,0.61,True
scfv_85_8,0.401,CLDN3,0.618,0.65,True
scfv_85_8,0.401,CLDN34,0.599,0.67,True
scfv_85_8,0.401,CLDN18,0.592,0.678,True
scfv_85_8,0.401,CLDN14,0.517,0.776,True
scfv_85_8,0.401,CLDN15,0.512,0.783,True
scfv_85_8,0.401,CLDN9,0.416,0.965,True
scfv_85_8,0.401,CLDN18.2,0.409,0.981,True
scfv_85_8,0.401,CLDN8,0.398,1.007,True
scfv_85_8,0.401,CLDN11,0.383,1.048,True
scfv_85_8,0.401,CLDN20,0.377,1.064,True
scfv_85_8,0.401,CLDN16,0.366,1.097,True
scfv_85_8,0.401,CLDN22,0.363,1.106,True
scfv_85_8,0.401,CLDN24,0.36,1.114,True
scfv_85_8,0.401,CLDN25,0.352,1.14,True
scfv_85_8,0.401,CLDN19,0.351,1.142,True
scfv_85_8,0.401,CLDN1,0.348,1.153,True
scfv_85_8,0.401,CLDN2,0.346,1.159,True
scfv_85_8,0.401,CLDN5,0.322,1.246,False
scfv_85_8,0.401,CLDN12,0.318,1.26,False
scfv_85_8,0.401,CLDN6,0.303,1.324,False
scfv_85_8,0.401,CLDN17,0.189,2.127,False
scfv_85_8,0.401,CLDN23,0.099,4.063,False
scfv_86_0,0.309,CLDN5,0.613,0.503,True
scfv_86_0,0.309,CLDN7,0.546,0.565,True
scfv_86_0,0.309,CLDN3,0.527,0.586,True
scfv_86_0,0.309,CLDN1,0.524,0.589,True
scfv_86_0,0.309,CLDN17,0.487,0.634,True
scfv_86_0,0.309,CLDN9,0.48,0.643,True
scfv_86_0,0.309,CLDN14,0.448,0.689,True
scfv_86_0,0.309,CLDN19,0.415,0.743,True
scfv_86_0,0.309,CLDN11,0.408,0.756,True
scfv_86_0,0.309,CLDN34,0.392,0.788,True
scfv_86_0,0.309,CLDN20,0.389,0.793,True
scfv_86_0,0.309,CLDN6,0.365,0.845,True
scfv_86_0,0.309,CLDN25,0.355,0.868,True
scfv_86_0,0.309,CLDN24,0.355,0.87,True
scfv_86_0,0.309,CLDN10,0.355,0.87,True
scfv_86_0,0.309,CLDN22,0.345,0.895,True
scfv_86_0,0.309,CLDN16,0.318,0.972,True
scfv_86_0,0.309,CLDN8,0.314,0.981,True
scfv_86_0,0.309,CLDN2,0.276,1.118,True
scfv_86_0,0.309,CLDN15,0.256,1.205,False
scfv_86_0,0.309,CLDN23,0.249,1.24,False
scfv_86_0,0.309,CLDN18,0.229,1.35,False
scfv_86_0,0.309,CLDN18.2,0.217,1.423,False
scfv_86_0,0.309,CLDN12,0.193,1.601,False
scfv_86_1,0.308,CLDN5,0.487,0.633,True
scfv_86_1,0.308,CLDN15,0.395,0.78,True
scfv_86_1,0.308,CLDN12,0.381,0.808,True
scfv_86_1,0.308,CLDN8,0.377,0.818,True
scfv_86_1,0.308,CLDN25,0.366,0.842,True
scfv_86_1,0.308,CLDN22,0.358,0.861,True
scfv_86_1,0.308,CLDN16,0.358,0.861,True
scfv_86_1,0.308,CLDN10,0.357,0.862,True
scfv_86_1,0.308,CLDN24,0.352,0.875,True
scfv_86_1,0.308,CLDN7,0.347,0.888,True
scfv_86_1,0.308,CLDN34,0.341,0.904,True
scfv_86_1,0.308,CLDN20,0.33,0.934,True
scfv_86_1,0.308,CLDN11,0.315,0.979,True
scfv_86_1,0.308,CLDN14,0.313,0.985,True
scfv_86_1,0.308,CLDN9,0.298,1.035,True
scfv_86_1,0.308,CLDN17,0.298,1.036,True
scfv_86_1,0.308,CLDN6,0.296,1.041,True
scfv_86_1,0.308,CLDN1,0.282,1.093,True
scfv_86_1,0.308,CLDN3,0.278,1.11,True
scfv_86_1,0.308,CLDN2,0.277,1.111,True
scfv_86_1,0.308,CLDN23,0.251,1.229,False
scfv_86_1,0.308,CLDN19,0.237,1.301,False
scfv_86_1,0.308,CLDN18.2,0.189,1.631,False
scfv_86_1,0.308,CLDN18,0.166,1.862,False
scfv_86_2,0.301,CLDN22,0.705,0.427,True
scfv_86_2,0.301,CLDN18,0.613,0.492,True
scfv_86_2,0.301,CLDN15,0.584,0.515,True
scfv_86_2,0.301,CLDN34,0.502,0.6,True
scfv_86_2,0.301,CLDN12,0.439,0.686,True
scfv_86_2,0.301,CLDN2,0.438,0.688,True
scfv_86_2,0.301,CLDN16,0.419,0.72,True
scfv_86_2,0.301,CLDN18.2,0.384,0.785,True
scfv_86_2,0.301,CLDN25,0.359,0.84,True
scfv_86_2,0.301,CLDN11,0.357,0.843,True
scfv_86_2,0.301,CLDN24,0.355,0.85,True
scfv_86_2,0.301,CLDN1,0.35,0.861,True
scfv_86_2,0.301,CLDN19,0.338,0.892,True
scfv_86_2,0.301,CLDN14,0.336,0.897,True
scfv_86_2,0.301,CLDN9,0.285,1.059,True
scfv_86_2,0.301,CLDN10,0.27,1.114,True
scfv_86_2,0.301,CLDN7,0.247,1.22,False
scfv_86_2,0.301,CLDN23,0.239,1.259,False
scfv_86_2,0.301,CLDN6,0.223,1.353,False
scfv_86_2,0.301,CLDN20,0.215,1.401,False
scfv_86_2,0.301,CLDN8,0.207,1.454,False
scfv_86_2,0.301,CLDN17,0.177,1.704,False
scfv_86_2,0.301,CLDN5,0.171,1.763,False
scfv_86_2,0.301,CLDN3,0.139,2.162,False
scfv_86_5,0.32,CLDN16,0.769,0.416,True
scfv_86_5,0.32,CLDN18.2,0.722,0.443,True
scfv_86_5,0.32,CLDN25,0.668,0.479,True
scfv_86_5,0.32,CLDN24,0.6,0.533,True
scfv_86_5,0.32,CLDN1,0.522,0.613,True
scfv_86_5,0.32,CLDN10,0.503,0.636,True
scfv_86_5,0.32,CLDN8,0.485,0.66,True
scfv_86_5,0.32,CLDN18,0.482,0.663,True
scfv_86_5,0.32,CLDN22,0.413,0.775,True
scfv_86_5,0.32,CLDN19,0.408,0.785,True
scfv_86_5,0.32,CLDN6,0.377,0.847,True
scfv_86_5,0.32,CLDN2,0.361,0.885,True
scfv_86_5,0.32,CLDN9,0.36,0.888,True
scfv_86_5,0.32,CLDN12,0.353,0.906,True
scfv_86_5,0.32,CLDN7,0.335,0.955,True
scfv_86_5,0.32,CLDN15,0.331,0.965,True
scfv_86_5,0.32,CLDN3,0.304,1.053,True
scfv_86_5,0.32,CLDN11,0.295,1.084,True
scfv_86_5,0.32,CLDN23,0.292,1.096,True
scfv_86_5,0.32,CLDN14,0.284,1.127,True
scfv_86_5,0.32,CLDN17,0.278,1.15,True
scfv_86_5,0.32,CLDN5,0.274,1.165,True
scfv_86_5,0.32,CLDN34,0.267,1.198,True
scfv_86_5,0.32,CLDN20,0.213,1.499,False
scfv_86_8,0.233,CLDN15,0.874,0.267,True
scfv_86_8,0.233,CLDN25,0.684,0.34,True
scfv_86_8,0.233,CLDN2,0.525,0.444,True
scfv_86_8,0.233,CLDN5,0.419,0.556,True
scfv_86_8,0.233,CLDN18.2,0.391,0.596,True
scfv_86_8,0.233,CLDN24,0.388,0.601,True
scfv_86_8,0.233,CLDN22,0.37,0.631,True
scfv_86_8,0.233,CLDN8,0.362,0.644,True
scfv_86_8,0.233,CLDN16,0.359,0.649,True
scfv_86_8,0.233,CLDN12,0.356,0.654,True
scfv_86_8,0.233,CLDN17,0.342,0.682,True
scfv_86_8,0.233,CLDN18,0.342,0.682,True
scfv_86_8,0.233,CLDN1,0.328,0.71,True
scfv_86_8,0.233,CLDN10,0.321,0.726,True
scfv_86_8,0.233,CLDN20,0.317,0.736,True
scfv_86_8,0.233,CLDN14,0.315,0.741,True
scfv_86_8,0.233,CLDN23,0.312,0.747,True
scfv_86_8,0.233,CLDN11,0.292,0.798,True
scfv_86_8,0.233,CLDN6,0.287,0.813,True
scfv_86_8,0.233,CLDN19,0.226,1.032,True
scfv_86_8,0.233,CLDN9,0.218,1.067,True
scfv_86_8,0.233,CLDN34,0.215,1.084,True
scfv_86_8,0.233,CLDN3,0.215,1.085,True
scfv_86_8,0.233,CLDN7,0.138,1.688,False
scfv_88_1,0.296,CLDN16,0.618,0.478,True
scfv_88_1,0.296,CLDN5,0.517,0.572,True
scfv_88_1,0.296,CLDN7,0.397,0.744,True
scfv_88_1,0.296,CLDN34,0.392,0.753,True
scfv_88_1,0.296,CLDN6,0.388,0.762,True
scfv_88_1,0.296,CLDN19,0.38,0.779,True
scfv_88_1,0.296,CLDN2,0.37,0.799,True
scfv_88_1,0.296,CLDN1,0.364,0.813,True
scfv_88_1,0.296,CLDN14,0.348,0.85,True
scfv_88_1,0.296,CLDN12,0.345,0.858,True
scfv_88_1,0.296,CLDN17,0.339,0.873,True
scfv_88_1,0.296,CLDN3,0.331,0.892,True
scfv_88_1,0.296,CLDN20,0.324,0.912,True
scfv_88_1,0.296,CLDN23,0.313,0.943,True
scfv_88_1,0.296,CLDN10,0.313,0.945,True
scfv_88_1,0.296,CLDN25,0.312,0.948,True
scfv_88_1,0.296,CLDN9,0.299,0.99,True
scfv_88_1,0.296,CLDN11,0.294,1.007,True
scfv_88_1,0.296,CLDN18.2,0.271,1.09,True
scfv_88_1,0.296,CLDN15,0.267,1.109,True
scfv_88_1,0.296,CLDN24,0.257,1.149,True
scfv_88_1,0.296,CLDN22,0.253,1.169,True
scfv_88_1,0.296,CLDN8,0.213,1.385,False
scfv_88_1,0.296,CLDN18,0.198,1.497,False
scfv_93_7,0.807,CLDN6,0.85,0.949,True
scfv_93_7,0.807,CLDN25,0.816,0.988,True
scfv_93_7,0.807,CLDN17,0.796,1.014,True
scfv_93_7,0.807,CLDN19,0.793,1.018,True
scfv_93_7,0.807,CLDN24,0.792,1.018,True
scfv_93_7,0.807,CLDN23,0.787,1.025,True
scfv_93_7,0.807,CLDN8,0.786,1.026,True
scfv_93_7,0.807,CLDN3,0.785,1.028,True
scfv_93_7,0.807,CLDN12,0.747,1.08,True
scfv_93_7,0.807,CLDN1,0.733,1.101,True
scfv_93_7,0.807,CLDN34,0.672,1.2,True
scfv_93_7,0.807,CLDN16,0.655,1.231,False
scfv_93_7,0.807,CLDN22,0.605,1.332,False
scfv_93_7,0.807,CLDN20,0.505,1.597,False
scfv_93_7,0.807,CLDN11,0.461,1.749,False
scfv_93_7,0.807,CLDN5,0.45,1.793,False
scfv_93_7,0.807,CLDN7,0.428,1.884,False
scfv_93_7,0.807,CLDN10,0.379,2.13,False
scfv_93_7,0.807,CLDN18.2,0.367,2.197,False
scfv_93_7,0.807,CLDN9,0.36,2.239,False
scfv_93_7,0.807,CLDN18,0.357,2.257,False
scfv_93_7,0.807,CLDN2,0.351,2.296,False
scfv_93_7,0.807,CLDN15,0.346,2.331,False
scfv_93_7,0.807,CLDN14,0.25,3.223,False
scfv_94_1,0.249,CLDN17,0.745,0.335,True
scfv_94_1,0.249,CLDN34,0.734,0.34,True
scfv_94_1,0.249,CLDN7,0.68,0.367,True
scfv_94_1,0.249,CLDN18.2,0.532,0.469,True
scfv_94_1,0.249,CLDN8,0.51,0.489,True
scfv_94_1,0.249,CLDN11,0.505,0.494,True
scfv_94_1,0.249,CLDN18,0.447,0.559,True
scfv_94_1,0.249,CLDN15,0.438,0.569,True
scfv_94_1,0.249,CLDN20,0.436,0.572,True
scfv_94_1,0.249,CLDN2,0.404,0.617,True
scfv_94_1,0.249,CLDN1,0.374,0.667,True
scfv_94_1,0.249,CLDN16,0.357,0.698,True
scfv_94_1,0.249,CLDN25,0.341,0.731,True
scfv_94_1,0.249,CLDN19,0.341,0.732,True
scfv_94_1,0.249,CLDN10,0.331,0.753,True
scfv_94_1,0.249,CLDN22,0.313,0.796,True
scfv_94_1,0.249,CLDN3,0.304,0.82,True
scfv_94_1,0.249,CLDN12,0.293,0.85,True
scfv_94_1,0.249,CLDN14,0.287,0.87,True
scfv_94_1,0.249,CLDN24,0.271,0.921,True
scfv_94_1,0.249,CLDN9,0.269,0.929,True
scfv_94_1,0.249,CLDN6,0.251,0.995,True
scfv_94_1,0.249,CLDN5,0.248,1.006,True
scfv_94_1,0.249,CLDN23,0.189,1.322,False
scfv_94_7,0.318,CLDN24,0.671,0.474,True
scfv_94_7,0.318,CLDN22,0.66,0.482,True
scfv_94_7,0.318,CLDN18.2,0.425,0.749,True
scfv_94_7,0.318,CLDN16,0.38,0.837,True
scfv_94_7,0.318,CLDN25,0.349,0.912,True
scfv_94_7,0.318,CLDN14,0.339,0.938,True
scfv_94_7,0.318,CLDN12,0.337,0.943,True
scfv_94_7,0.318,CLDN15,0.334,0.953,True
scfv_94_7,0.318,CLDN19,0.33,0.965,True
scfv_94_7,0.318,CLDN8,0.327,0.974,True
scfv_94_7,0.318,CLDN10,0.319,0.997,True
scfv_94_7,0.318,CLDN2,0.318,1.002,True
scfv_94_7,0.318,CLDN18,0.318,1.002,True
scfv_94_7,0.318,CLDN9,0.314,1.012,True
scfv_94_7,0.318,CLDN17,0.295,1.079,True
scfv_94_7,0.318,CLDN1,0.295,1.08,True
scfv_94_7,0.318,CLDN7,0.291,1.092,True
scfv_94_7,0.318,CLDN20,0.285,1.117,True
scfv_94_7,0.318,CLDN3,0.273,1.167,True
scfv_94_7,0.318,CLDN34,0.256,1.244,False
scfv_94_7,0.318,CLDN6,0.248,1.283,False
scfv_94_7,0.318,CLDN11,0.196,1.627,False
scfv_94_7,0.318,CLDN5,0.189,1.687,False
scfv_94_7,0.318,CLDN23,0.152,2.096,False
